execution_idx,application,case,version,exception_name,frame_level,search_budget,fitness_function_value,number_of_fitness_evaluations,fitness_function_evolution
11,math,MATH-81b,81b,java.lang.ArrayIndexOutOfBoundsException,3,62328,0.0,6,"[4.333333333333333,1][2.0,5][0.0,6][0.0,6]"
12,math,MATH-81b,81b,java.lang.ArrayIndexOutOfBoundsException,3,62328,0.0,236,"[4.976190476190476,1][4.333333333333333,7][1.8461538461538463,8][1.7999999999811211,9][1.7999999999810594,16][1.7999999999810552,30][1.7999999999810523,32][1.7999999999809186,35][1.7999999999809164,42][1.7999999999809155,43][1.7999999999808667,44][1.7999999999808458,63][1.7999999999808098,69][1.7999999999807632,82][1.7999999999794483,97][1.7999999999793563,102][1.799999999954903,108][1.7999999999062242,112][1.7999999986233153,117][1.7999999961402322,124][1.7999999927533314,129][1.79999998933926,151][0.08163265306122447,153][0.0,236][0.0,236]"
13,math,MATH-81b,81b,java.lang.ArrayIndexOutOfBoundsException,3,62328,1.7999999999733800,177,"[4.333333333333333,1][1.8461538461538463,2][1.8181818181818183,6][1.7999999999813667,32][1.7999999999813625,36][1.7999999999813623,52][1.7999999999813618,62][1.7999999999813576,72][1.799999999981357,79][1.7999999999812655,80][1.799999999981265,96][1.7999999999803151,101][1.799999999980241,113][1.7999999999802045,115][1.7999999999801153,120][1.7999999999801135,127][1.7999999999772336,135][1.7999999999771896,142][1.7999999999738496,152][1.7999999999738487,162][1.7999999999737846,166][1.7999999999734466,168][1.7999999999733847,174]"
14,math,MATH-81b,81b,java.lang.ArrayIndexOutOfBoundsException,3,62328,0.2790697674418610,279,"[4.333333333333333,1][1.8181818181818183,3][1.7777777777777777,37][1.6666666666148857,79][1.6666666666148697,96][1.6666666666148693,102][1.6666666666148628,105][1.6666666666148444,117][1.666666666614843,124][1.666666666614832,129][1.6666666666148189,149][1.666666666614815,154][1.6666666666148142,182][1.6666666666148129,190][1.6666666666148071,193][1.6666666666148064,202][1.6666666666148058,214][1.6666666666148053,219][1.6666666666146368,223][1.6666666666146366,234][1.6666666666146104,240][1.6666666666146055,253][0.2790697674418605,268]"
15,math,MATH-81b,81b,java.lang.ArrayIndexOutOfBoundsException,3,62328,1.6666666666149000,457,"[4.333333333333333,1][1.8461538461538463,43][1.8181818181818183,93][1.7999999999355092,243][1.7999999999290246,258][1.7999999998811727,273][1.799999999748799,280][1.7999999996201663,287][1.7999999995104488,293][1.7999999994721316,302][1.7999999994660563,312][1.7999999993025493,329][1.7999999989342645,346][1.799999997944204,348][1.7999999973935767,371][1.6666666666149124,382][1.6666666666149121,393][1.666666666614912,397][1.6666666666149115,402][1.6666666666149113,406][1.666666666614906,411][1.6666666666149044,425][1.666666666614904,430][1.6666666666149037,432][1.6666666666149035,441]"
16,math,MATH-81b,81b,java.lang.ArrayIndexOutOfBoundsException,3,62328,0.3870967741935480,416,"[4.976190476190476,1][1.7999999998083749,13][1.799998510286472,19][1.7999979426831527,30][1.7999979425773334,43][1.7999979416244698,47][1.7999778858911986,57][1.79997716634319,76][1.7999348321928967,79][1.7999347258485638,86][1.7999230473258947,123][1.7983870967741935,130][1.7978723404255317,177][0.3870967741935484,269]"
17,math,MATH-81b,81b,java.lang.ArrayIndexOutOfBoundsException,3,62328,0.06557377049180320,155,"[2.0,1][1.8181818181818183,4][1.799999999981238,15][1.7999999999811442,36][1.7999999999810414,46][1.7999999999810337,67][1.7999999999807121,69][1.7999999999804872,80][1.7999999999795262,86][1.799999999979526,101][1.7999999999790863,116][1.7999999999788905,129][0.7213114754098361,134][0.3278688524590164,141][0.06557377049180324,144]"
18,math,MATH-81b,81b,java.lang.ArrayIndexOutOfBoundsException,3,62328,1.666666666373580,287,"[4.333333333333333,1][1.8461538461538463,17][1.8181818181818183,49][1.7777777777777777,82][1.666666666606056,99][1.6666666666058099,114][1.666666666604728,128][1.666666666604585,141][1.666666666603808,144][1.6666666666036298,153][1.6666666665883616,162][1.6666666665883598,171][1.6666666665843934,174][1.666666666373577,286]"
19,math,MATH-81b,81b,java.lang.ArrayIndexOutOfBoundsException,3,62328,0.0,156,"[4.976190476190476,1][1.8461538461538463,3][1.8181818181818183,11][1.7999936596500126,35][0.08163265306122447,42][0.046511627906976716,134][0.0,156][0.0,156]"
20,math,MATH-81b,81b,java.lang.ArrayIndexOutOfBoundsException,3,62328,1.8181818181818200,604,"[4.333333333333333,1][2.4,8][1.8461538461538463,26][1.8181818181818183,60]"
21,math,MATH-81b,81b,java.lang.ArrayIndexOutOfBoundsException,3,62328,1.666666663462510,379,"[4.976190476190476,1][1.8461538461538463,2][1.8181818181818183,18][1.7999999999813712,26][1.7999999999813554,74][1.7999999999813543,95][1.7999999999813538,108][1.7999999999813476,121][1.666666666608438,148][1.6666666666074978,152][1.6666666665342764,155][1.666666666391491,167][1.6666666663758223,176][1.6666666663749097,177][1.666666666287142,189][1.666666666287111,215][1.6666666638322138,225][1.666666663462511,230]"
22,math,MATH-81b,81b,java.lang.ArrayIndexOutOfBoundsException,3,62328,0.0,384,"[4.333333333333333,1][2.4,4][1.8461538461538463,22][1.8181818181818183,32][1.7999999999812313,141][0.24489795918367352,166][0.08163265306122447,170][0.04081632653061229,183][0.0,384][0.0,384]"
23,math,MATH-81b,81b,java.lang.ArrayIndexOutOfBoundsException,3,62328,0.10810810810810800,546,"[4.975,1][4.333333333333333,2][2.4,8][1.8461538461538463,10][1.7999999999812293,13][1.7999999988640407,23][1.7999999900919978,27][1.7999995914356746,29][0.5405405405405406,32][0.10810810810810811,37]"
24,math,MATH-81b,81b,java.lang.ArrayIndexOutOfBoundsException,3,62328,1.6666666665030700,463,"[4.976190476190476,1][1.8181818181818183,9][1.7999999999813692,336][1.799999999981365,365][1.6666666665072705,376][1.6666666665047516,403][1.6666666665032248,415][1.6666666665030685,454]"
25,math,MATH-81b,81b,java.lang.ArrayIndexOutOfBoundsException,3,62328,1.6666666611473100,311,"[4.976190476190476,1][4.333333333333333,3][1.8181818181818183,7][1.7999999999807286,86][1.6666666666054462,96][1.6666666666054217,108][1.6666666666045913,116][1.666666666595556,127][1.6666666665954595,142][1.6666666665954588,148][1.6666666665948666,156][1.666666666568105,161][1.666666666568004,168][1.66666666656592,184][1.666666666482394,196][1.6666666664822365,226][1.6666666660789515,230][1.6666666640304673,243][1.6666666639080692,264][1.666666661966493,280][1.6666666611473118,293]"
26,math,MATH-81b,81b,java.lang.ArrayIndexOutOfBoundsException,3,62328,1.7777777777777800,401,"[4.976190476190476,1][4.333333333333333,3][2.4,7][1.8461538461538463,12][1.8181818181818183,131][1.7999999999810914,141][1.7999999999810898,148][1.799999999981072,152][1.799999999981061,158][1.7999999999810214,167][1.7999999999808223,169][1.799999999980802,174][1.7999999999807679,180][1.7999999999807645,183][1.7999999999807639,192][1.7999999999807335,194][1.7999999999807224,196][1.7999999999807152,203][1.7999999999807121,212][1.7999999999752179,233][1.7999999999727123,239][1.7999999999419547,244][1.7999999952721364,251][1.7999999952331502,269][1.7999999503136945,276][1.7999999197455612,278][1.799999919505895,283][1.7999996209098543,292][1.7999996208954827,300][1.799999620877517,309][1.7999996208020415,310][1.799999620769686,318][1.7999996203881912,335][1.7999992757926448,340][1.7999992749130804,352][1.7999992747684699,359][1.7999992697505103,379][1.7999992664561395,392][1.799999027398193,397][1.7777777777777777,398]"
27,math,MATH-81b,81b,java.lang.ArrayIndexOutOfBoundsException,3,62328,1.6666666259546900,334,"[4.976190476190476,1][4.333333333333333,2][1.8181818181818183,8][1.6666666665960723,34][1.6666666665944605,35][1.6666666665920091,40][1.666666666563442,44][1.6666666665634402,51][1.6666666665630832,54][1.666666666477366,72][1.6666666628842361,80][1.6666666628842357,84][1.6666666628669504,85][1.6666666628537015,87][1.666666661978462,95][1.6666666619783312,118][1.6666666619666684,146][1.6666666617325043,150][1.6666666614845944,159][1.6666666587782877,168][1.6666666584585126,173][1.6666666583444214,185][1.6666666579727991,187][1.6666666550816442,191][1.6666666530833925,193][1.6666666530831598,205][1.666666652787205,224][1.6666666518024464,283][1.6666666259546907,322]"
28,math,MATH-81b,81b,java.lang.ArrayIndexOutOfBoundsException,3,62328,0.0,42,"[1.8461538461538463,1][1.8181818181818183,3][0.09302325581395354,10][0.0,42][0.0,42]"
29,math,MATH-81b,81b,java.lang.ArrayIndexOutOfBoundsException,3,62328,0.0,244,"[4.976190476190476,1][1.8181818181818183,2][1.7999999999204546,9][1.7999999999179033,17][1.7999999999098946,18][1.799999999495029,23][1.6666666665050993,25][1.666666666503645,37][0.7346938775510203,113][0.36734693877551017,127][0.20408163265306123,161][0.08163265306122447,166][0.04081632653061229,169][0.0,244][0.0,244]"
30,math,MATH-81b,81b,java.lang.ArrayIndexOutOfBoundsException,3,62328,0.05405405405405410,1064,"[4.976190476190476,1][4.333333333333333,5][2.0,50][1.8461538461538463,56][1.8181818181818183,58][0.32432432432432434,84][0.05405405405405406,102]"
1,math,MATH-81b,81b,java.lang.ArrayIndexOutOfBoundsException,4,62328,0.0,135,"[4.976190476190476,1][1.799999999981368,6][0.046511627906976716,14][0.0,135][0.0,135]"
2,math,MATH-81b,81b,java.lang.ArrayIndexOutOfBoundsException,4,62328,0.12903225806451600,1003,"[4.333333333333333,1][1.8461538461538463,84][1.8181818181818183,93][1.7777777777777777,340][1.666666666614897,441][1.6666666666148968,479][1.6666666666148955,480][0.3870967741935484,497][0.12903225806451613,504]"
3,math,MATH-81b,81b,java.lang.ArrayIndexOutOfBoundsException,4,62328,0.0,489,"[4.333333333333333,1][2.0,45][1.8461538461538463,54][1.8181818181818183,55][1.7999999999813427,69][0.7346938775510203,70][0.40816326530612246,79][0.04081632653061229,84][0.0,489][0.0,489]"
4,math,MATH-81b,81b,java.lang.ArrayIndexOutOfBoundsException,4,62328,1.666664361775690,679,"[4.976190476190476,1][4.333333333333333,4][2.0,5][1.8461538461538463,21][1.8181818181818183,24][1.7999999999813672,73][1.799999999981367,79][1.799999999511232,80][1.7999999995112135,81][1.7999999994970342,87][1.7999999994625404,92][1.7999999978207992,93][1.7999999978198051,101][1.7999999978137868,109][1.7999999856829612,113][1.6666666665725702,122][1.6666666665724787,127][1.6666666665714471,133][1.6666666665626402,138][1.6666666665624477,157][1.6666666665604057,168][1.666666666552799,174][1.6666666665522543,183][1.666666666453135,194][1.6666666664123544,213][1.6666666664060235,219][1.6666666663947352,230][1.6666666663946246,245][1.6666666663854444,249][1.6666666662336347,253][1.6666666659040015,266][1.6666666658484641,278][1.666666665171708,280][1.6666666650822946,281][1.6666666644074017,283][1.6666666638551082,289][1.6666666638550955,295][1.6666666637605536,302][1.6666666555675345,304][1.6666666534396661,333][1.666666653372026,343][1.6666661575330646,474][1.666664361775688,512]"
5,math,MATH-81b,81b,java.lang.ArrayIndexOutOfBoundsException,4,62328,0.046511627906976700,932,"[1.8181818181818183,1][0.2790697674418605,25][0.2325581395348837,39][0.09302325581395354,42][0.046511627906976716,47]"
6,math,MATH-81b,81b,java.lang.ArrayIndexOutOfBoundsException,4,62328,0.0,222,"[4.976190476190476,1][4.333333333333333,2][2.333333333333333,3][1.8461538461538463,4][1.8181818181818183,13][1.7999999866215313,36][0.2325581395348837,68][0.046511627906976716,100][0.0,222][0.0,222]"
7,math,MATH-81b,81b,java.lang.ArrayIndexOutOfBoundsException,4,62328,1.6666666666141700,292,"[4.976190476190476,1][4.333333333333333,9][2.0,12][1.8181818181818183,15][1.7999999999813237,21][1.7777777777777777,25][1.6666666666148857,35][1.6666666666148853,80][1.666666666614884,90][1.6666666666148826,106][1.66666666661488,170][1.6666666666148158,184][1.666666666614794,194][1.666666666614793,199][1.6666666666147805,216][1.6666666666147734,231][1.6666666666147725,252][1.666666666614772,255][1.6666666666147714,259][1.6666666666147272,268][1.6666666666146117,270][1.6666666666141743,283]"
8,math,MATH-81b,81b,java.lang.ArrayIndexOutOfBoundsException,4,62328,1.8181818181818200,40,"[4.333333333333333,1][1.8461538461538463,15][1.8181818181818183,23]"
9,math,MATH-81b,81b,java.lang.ArrayIndexOutOfBoundsException,4,62328,0.3870967741935480,301,"[4.976190476190476,1][1.8461538461538463,5][1.8181818181818183,13][1.7999999999813479,72][1.799999999981322,84][1.7999999999812766,87][1.7999999999803356,89][1.7999999999803338,90][0.3870967741935484,106]"
10,math,MATH-81b,81b,java.lang.ArrayIndexOutOfBoundsException,4,62328,0.2325581395348840,631,"[4.976190476190476,1][1.8181818181818183,7][1.7999999999811416,14][1.7999999999810785,26][1.799999999980997,30][0.2790697674418605,38][0.2325581395348837,45]"
11,math,MATH-81b,81b,java.lang.ArrayIndexOutOfBoundsException,4,62328,0.0,97,"[4.333333333333333,1][2.0,4][1.8181818181818183,8][1.799999999981364,9][1.666666666122821,18][1.6666666661227714,30][0.10810810810810811,36][0.07272727272727275,56][0.0,97][0.0,97]"
12,math,MATH-81b,81b,java.lang.ArrayIndexOutOfBoundsException,4,62328,1.7999999999813300,23,"[4.976190476190476,1][4.333333333333333,6][1.8181818181818183,11][1.799999999981362,18][1.7999999999813554,19][1.7999999999813343,23]"
13,math,MATH-81b,81b,java.lang.ArrayIndexOutOfBoundsException,4,62328,0.0,363,"[4.333333333333333,1][1.8461538461538463,8][1.8181818181818183,13][1.799999126004003,185][0.24489795918367352,194][0.08163265306122447,224][0.04081632653061229,349][0.0,363][0.0,363]"
14,math,MATH-81b,81b,java.lang.ArrayIndexOutOfBoundsException,4,62328,0.0,263,"[4.333333333333333,1][2.4,58][1.8461538461538463,63][1.8181818181818183,69][0.7346938775510203,114][0.6938775510204082,121][0.5306122448979591,129][0.04081632653061229,248][0.0,263][0.0,263]"
15,math,MATH-81b,81b,java.lang.ArrayIndexOutOfBoundsException,4,62328,0.0,122,"[4.976190476190476,1][4.333333333333333,6][1.8461538461538463,12][1.8181818181818183,49][0.3870967741935484,105][0.0,122][0.0,122]"
16,math,MATH-81b,81b,java.lang.ArrayIndexOutOfBoundsException,4,62328,1.6666666666149,237,"[4.976190476190476,1][1.8461538461538463,2][1.8181818181818183,25][1.7999999999808685,54][1.799999999980868,58][1.7999999999803473,63][1.7999999999803387,64][1.7999999999791272,68][1.7999999999775018,74][1.799999999913835,80][1.7999999999068126,87][1.799999999895599,88][1.7777777777777777,99][1.666666666614901,112][1.6666666666149006,121][1.6666666666149001,145][1.6666666666149,203]"
17,math,MATH-81b,81b,java.lang.ArrayIndexOutOfBoundsException,4,62328,0.0,82,"[4.976190476190476,1][4.333333333333333,3][1.8181818181818183,6][1.6666666666149108,54][1.6666666666149084,63][1.666666666614908,66][1.666666666614905,67][1.6666666666149046,77][1.6666666666149044,81][0.0,82][0.0,82]"
18,math,MATH-81b,81b,java.lang.ArrayIndexOutOfBoundsException,4,62328,0.036363636363636400,643,"[4.976190476190476,1][4.333333333333333,12][1.8461538461538463,13][1.8181818181818183,60][1.7999999800657016,584][1.7999999792147627,590][1.7999999789217282,597][1.666666666614919,600][0.509090909090909,607][0.036363636363636376,609]"
19,math,MATH-81b,81b,java.lang.ArrayIndexOutOfBoundsException,4,62328,1.7999998953298300,226,"[4.976190476190476,1][1.8461538461538463,2][1.8181818181818183,7][1.7999999999813259,22][1.7999999999809124,32][1.799999999980912,47][1.7999999999804617,50][1.7999999998318579,57][1.7999999988125157,64][1.7999999986994397,73][1.7999999980020207,78][1.7999999911139701,80][1.7999999911139661,127][1.7999999906777613,133][1.799999990677759,140][1.7999999906709516,143][1.7999999892107001,144][1.799999899789508,156][1.799999896125966,167][1.7999998960544343,186][1.7999998953298262,206]"
20,math,MATH-81b,81b,java.lang.ArrayIndexOutOfBoundsException,4,62328,1.7999999999813100,432,"[4.333333333333333,1][1.8461538461538463,141][1.8181818181818183,154][1.7999999999813254,390][1.79999999998132,404][1.7999999999813174,410][1.7999999999813108,418]"
21,math,MATH-81b,81b,java.lang.ArrayIndexOutOfBoundsException,4,62328,0.12903225806451600,756,"[4.976190476190476,1][4.333333333333333,2][1.8461538461538463,11][1.8181818181818183,16][0.12903225806451613,26]"
22,math,MATH-81b,81b,java.lang.ArrayIndexOutOfBoundsException,4,62328,1.7999376752882500,125,"[4.976190476190476,1][2.0,2][1.8181818181818183,8][1.799999999981365,29][1.7999997130864154,32][1.799999694345701,40][1.7999996862617142,48][1.7999979058468756,54][1.7999887126813026,60][1.7999886967333558,64][1.7999882622219614,66][1.7999877330716387,67][1.7999689874399132,68][1.7999682741116751,77][1.7999473545669913,98][1.7999425947187142,107][1.7999376752882519,122]"
23,math,MATH-81b,81b,java.lang.ArrayIndexOutOfBoundsException,4,62328,0.05405405405405410,263,"[4.976190476190476,1][1.8181818181818183,2][1.7999999999813072,17][1.799999999981302,28][1.7999999999775125,29][1.799999992750777,38][1.7999999927486403,48][1.7999997571884363,51][1.7999996844027084,63][1.7999993206844782,68][1.7999993205113831,82][1.799999320430575,96][1.7941176470588234,107][0.10810810810810811,138][0.05405405405405406,251]"
24,math,MATH-81b,81b,java.lang.ArrayIndexOutOfBoundsException,4,62328,0.0,858,"[4.976190476190476,1][4.333333333333333,3][1.8181818181818183,88][1.7999999999813638,833][1.799999999981363,843][1.7999999999812908,847][0.06451612903225812,852][0.0,858][0.0,858]"
25,math,MATH-81b,81b,java.lang.ArrayIndexOutOfBoundsException,4,62328,1.8181818181818200,496,"[4.333333333333333,1][1.8461538461538463,2][1.8181818181818183,12]"
26,math,MATH-81b,81b,java.lang.ArrayIndexOutOfBoundsException,4,62328,0.2702702702702700,456,"[4.333333333333333,1][2.4,12][1.8461538461538463,16][1.7999999999813643,92][1.7999999999813616,104][1.799999999981361,108][1.7999999999813605,116][1.7999999999813432,124][1.7999999999813312,126][1.7999999999813263,135][1.799999999981313,146][1.7999999999813112,157][1.799999999981309,161][1.799999999981308,172][1.799999999981284,173][1.7999999999812464,177][1.7999999999810976,190][1.7999999999810927,196][1.7999999999810345,201][1.6666666666148844,206][1.666666666614884,213][1.6666666666148837,227][1.666666666614883,240][1.6666666666148826,255][1.666666666614871,270][1.6666666666148706,309][0.4864864864864865,409][0.32432432432432434,421][0.2702702702702703,431]"
27,math,MATH-81b,81b,java.lang.ArrayIndexOutOfBoundsException,4,62328,0.09302325581395350,728,"[4.976190476190476,1][4.333333333333333,5][1.8181818181818183,24][1.7999999999806024,67][1.79999999998019,87][1.799999999980185,103][1.7999999999801504,104][1.7999999999692884,106][0.3870967741935484,111][0.12903225806451613,115][0.09302325581395354,342]"
28,math,MATH-81b,81b,java.lang.ArrayIndexOutOfBoundsException,4,62328,0.0,68,"[4.976190476190476,1][4.333333333333333,2][2.0,34][1.7999999999809817,37][1.799999999980968,39][1.7999999999808813,40][0.7636363636363637,44][0.36363636363636365,61][0.0,68][0.0,68]"
29,math,MATH-81b,81b,java.lang.ArrayIndexOutOfBoundsException,4,62328,0.0,206,"[4.333333333333333,1][1.8461538461538463,51][1.8181818181818183,54][1.7999999999813634,56][1.799999999981339,65][1.7999999999813106,81][1.799999999981206,94][1.799999999981205,106][1.7999994327592859,115][0.07272727272727275,119][0.0,206][0.0,206]"
30,math,MATH-81b,81b,java.lang.ArrayIndexOutOfBoundsException,4,62328,0.2325581395348840,470,"[4.976190476190476,1][4.333333333333333,6][2.5,8][2.0,9][1.8461538461538463,15][1.8181818181818183,16][0.2325581395348837,18]"
1,math,MATH-81b,81b,java.lang.ArrayIndexOutOfBoundsException,5,62328,0.0,130,"[4.333333333333333,1][1.8461538461538463,52][1.8181818181818183,57][1.7999999999813734,98][1.799999999981369,110][0.12903225806451613,123][0.0,130][0.0,130]"
2,math,MATH-81b,81b,java.lang.ArrayIndexOutOfBoundsException,5,62328,0.0,581,"[4.976190476190476,1][1.8181818181818183,6][1.799999999981367,88][1.7999999999808736,110][1.79999999997754,122][1.799999999975944,132][1.7999999999759098,140][1.7999999999725658,153][1.799999999972373,161][1.7999999999722833,183][1.799999999904144,190][0.32432432432432434,196][0.10810810810810811,221][0.05405405405405406,255][0.0,581][0.0,581]"
3,math,MATH-81b,81b,java.lang.ArrayIndexOutOfBoundsException,5,62328,0.032786885245901700,967,"[4.976190476190476,1][4.333333333333333,7][1.8461538461538463,19][1.8181818181818183,25][0.24489795918367352,34][0.08163265306122447,56][0.04081632653061229,111][0.032786885245901676,236]"
4,math,MATH-81b,81b,java.lang.ArrayIndexOutOfBoundsException,5,62328,0.06451612903225810,1286,"[1.8461538461538463,1][1.8181818181818183,14][0.3870967741935484,420][0.12903225806451613,451][0.06451612903225812,456]"
5,math,MATH-81b,81b,java.lang.ArrayIndexOutOfBoundsException,5,62328,0.04705882352941180,1143,"[4.976190476190476,1][4.333333333333333,2][1.8461538461538463,5][1.8181818181818183,10][0.3870967741935484,172][0.32258064516129037,292][0.12903225806451613,331][0.06557377049180324,383][0.04705882352941182,547]"
6,math,MATH-81b,81b,java.lang.ArrayIndexOutOfBoundsException,5,62328,0.0,89,"[4.976190476190476,1][4.333333333333333,5][1.8181818181818183,18][1.7999999999813596,21][0.036363636363636376,22][0.0,89][0.0,89]"
7,math,MATH-81b,81b,java.lang.ArrayIndexOutOfBoundsException,5,62328,0.0,69,"[4.976190476190476,1][1.8461538461538463,5][1.8181818181818183,14][0.6545454545454545,43][0.07272727272727275,47][0.036363636363636376,64][0.0,69][0.0,69]"
8,math,MATH-81b,81b,java.lang.ArrayIndexOutOfBoundsException,5,62328,1.7999999989930000,37,"[4.333333333333333,1][2.5,9][1.8461538461538463,10][1.799999999054773,18][1.799999999047253,23][1.7999999989976205,25][1.7999999989930022,37]"
9,math,MATH-81b,81b,java.lang.ArrayIndexOutOfBoundsException,5,62328,1.7777777777777800,665,"[1.8461538461538463,1][1.8181818181818183,6][1.7999999999813685,287][1.7999999999813356,300][1.7777777777777777,308]"
10,math,MATH-81b,81b,java.lang.ArrayIndexOutOfBoundsException,5,62328,0.04081632653061230,664,"[4.976190476190476,1][4.333333333333333,2][2.0,13][1.8181818181818183,20][0.08163265306122447,25][0.04081632653061229,45]"
11,math,MATH-81b,81b,java.lang.ArrayIndexOutOfBoundsException,5,62328,0.09302325581395350,282,"[1.8461538461538463,1][1.8181818181818183,6][1.7999999999813374,25][1.799999999981337,34][1.799999999981317,41][1.7999999999812741,49][1.7999999999812633,51][1.799999999981263,53][1.7999999999812621,67][1.799999999981262,75][1.799999999981261,89][1.79999999998125,144][1.7999999999812473,163][0.6511627906976745,168][0.4651162790697675,176][0.2790697674418605,178][0.2325581395348837,186][0.09302325581395354,193]"
12,math,MATH-81b,81b,java.lang.ArrayIndexOutOfBoundsException,5,62328,0.0,121,"[4.333333333333333,1][2.0,7][1.8461538461538463,11][1.8181818181818183,16][1.7999999999611536,31][1.7999999999579914,39][1.7999999999579754,46][1.7999999981117254,47][1.7999999977352947,56][1.7999999977352945,65][1.7999999977067258,76][1.6666666666149017,79][1.6666666666146095,91][0.4651162790697675,93][0.2325581395348837,99][0.09302325581395354,108][0.0,121][0.0,121]"
13,math,MATH-81b,81b,java.lang.ArrayIndexOutOfBoundsException,5,62328,0.0,110,"[4.976190476190476,1][4.333333333333333,6][2.0,7][1.8461538461538463,9][1.8181818181818183,17][1.799999999981304,25][1.7999999999812832,35][1.7999999999774083,45][1.7999999999773877,48][1.7999999999773784,55][1.6666666665726946,56][1.6666666657706621,62][1.666666665744482,76][1.666666665688428,97][0.2790697674418605,102][0.09302325581395354,103][0.046511627906976716,104][0.0,110][0.0,110]"
14,math,MATH-81b,81b,java.lang.ArrayIndexOutOfBoundsException,5,62328,0.0,785,"[4.976190476190476,1][4.333333333333333,3][1.8461538461538463,7][1.8181818181818183,10][1.7999999999813663,675][0.509090909090909,682][0.07272727272727275,685][0.036363636363636376,695][0.0,785][0.0,785]"
15,math,MATH-81b,81b,java.lang.ArrayIndexOutOfBoundsException,5,62328,0.3870967741935480,758,"[4.333333333333333,1][1.8461538461538463,2][1.8181818181818183,7][0.3870967741935484,442]"
16,math,MATH-81b,81b,java.lang.ArrayIndexOutOfBoundsException,5,62328,1.7777777777777800,85,"[4.976190476190476,1][4.333333333333333,4][1.8461538461538463,7][1.8181818181818183,22][1.799999999981308,45][1.7999999999813059,57][1.7999999999810288,81][1.7777777777777777,85]"
17,math,MATH-81b,81b,java.lang.ArrayIndexOutOfBoundsException,5,62328,1.6666666666082200,287,"[4.976190476190476,1][4.333333333333333,4][2.4,54][1.8181818181818183,63][1.7999999999813734,67][1.666666666611881,83][1.6666666666118803,100][1.6666666666118224,106][1.6666666666117902,146][1.666666666611778,162][1.6666666666117775,180][1.666666666611777,181][1.66666666660899,190][1.666666666608573,196][1.6666666666085679,210][1.6666666666085677,217][1.6666666666082186,246]"
18,math,MATH-81b,81b,java.lang.ArrayIndexOutOfBoundsException,5,62328,1.8461538461538500,18,"[4.976190476190476,1][4.333333333333333,2][2.5,8][1.8461538461538463,10]"
19,math,MATH-81b,81b,java.lang.ArrayIndexOutOfBoundsException,5,62328,1.8181818181818200,22,"[4.976190476190476,1][1.8461538461538463,4][1.8181818181818183,15]"
20,math,MATH-81b,81b,java.lang.ArrayIndexOutOfBoundsException,5,62328,1.7999999999812400,275,"[4.976190476190476,1][4.333333333333333,5][1.8461538461538463,8][1.8181818181818183,10][1.799999999981358,111][1.7999999999813576,122][1.7999999999813348,140][1.79999999998129,222][1.799999999981281,233][1.7999999999812384,261]"
21,math,MATH-81b,81b,java.lang.ArrayIndexOutOfBoundsException,5,62328,0.08163265306122450,722,"[4.976190476190476,1][1.8461538461538463,2][1.8181818181818183,7][0.32432432432432434,61][0.10810810810810811,76][0.08163265306122447,671]"
22,math,MATH-81b,81b,java.lang.ArrayIndexOutOfBoundsException,5,62328,0.0,31,"[1.8181818181818183,1][0.5306122448979591,14][0.40816326530612246,22][0.24489795918367352,26][0.04081632653061229,30][0.0,31][0.0,31]"
23,math,MATH-81b,81b,java.lang.ArrayIndexOutOfBoundsException,5,62328,0.12903225806451600,736,"[4.976190476190476,1][4.333333333333333,4][1.8461538461538463,8][1.8181818181818183,13][1.799999999314907,357][1.7999999993047169,371][1.799999993418018,382][1.7999999928656427,395][1.799999992863326,398][0.3870967741935484,407][0.12903225806451613,431]"
24,math,MATH-81b,81b,java.lang.ArrayIndexOutOfBoundsException,5,62328,0.0,346,"[4.333333333333333,1][1.8181818181818183,8][1.79999999998066,231][1.7999999999805847,246][1.666666666614848,250][1.666666666614844,268][1.6666666666147305,285][1.6666666666144478,302][1.6666666666144199,311][1.6666666666143668,319][1.6666666666143564,336][0.0,346][0.0,346]"
25,math,MATH-81b,81b,java.lang.ArrayIndexOutOfBoundsException,5,62328,0.0,398,"[4.976190476190476,1][4.333333333333333,2][2.0,7][1.8181818181818183,13][1.7999999999813467,16][1.7999999999813463,24][1.7999999999813454,35][1.7999999999813445,36][1.7999999999813419,50][1.7999999999813414,61][1.799999999981341,121][1.7999999999813392,132][1.7999999999813188,164][1.799999567473113,177][1.6666653071545685,183][1.6666653070214796,190][1.625,198][0.5714285714285714,382][0.24489795918367352,394][0.08163265306122447,395][0.0,398][0.0,398]"
26,math,MATH-81b,81b,java.lang.ArrayIndexOutOfBoundsException,5,62328,0.0,286,"[1.799999999981349,1][1.7999999999813072,10][1.7999999999813059,13][1.7999999999809981,16][1.799999999980988,24][1.7999999999809815,38][1.7999999999809764,40][1.7999999999807135,49][1.7999999999807093,55][0.40816326530612246,67][0.24489795918367352,74][0.21818181818181814,270][0.0,286][0.0,286]"
27,math,MATH-81b,81b,java.lang.ArrayIndexOutOfBoundsException,5,62328,0.036363636363636400,1073,"[4.333333333333333,1][1.8181818181818183,3][0.16000000000000003,95][0.10810810810810811,205][0.05405405405405406,315][0.036363636363636376,655]"
