execution_idx,application,case,version,exception_name,frame_level,search_budget,fitness_function_value,number_of_fitness_evaluations,fitness_function_evolution
1,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,23,62328,26.916666666666700,471,"[26.916666666666664,1]"
2,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,23,62328,26.916666666666700,225,"[26.916666666666664,1]"
3,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,23,62328,26.916666666666700,463,"[26.916666666666664,1]"
4,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,23,62328,26.916666666666700,216,"[26.916666666666664,1]"
5,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,23,62328,26.916666666666700,358,"[26.916666666666664,1]"
6,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,23,62328,26.916666666666700,430,"[26.916666666666664,1]"
7,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,23,62328,26.916666666666700,401,"[26.916666666666664,1]"
8,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,23,62328,26.916666666666700,12,"[26.916666666666664,1]"
9,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,23,62328,26.916666666666700,87,"[26.916666666666664,1]"
10,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,23,62328,26.916666666666700,543,"[26.916666666666664,1]"
11,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,23,62328,26.916666666666700,79,"[26.916666666666664,1]"
12,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,23,62328,26.916666666666700,414,"[26.916666666666664,1]"
13,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,23,62328,26.916666666666700,252,"[26.916666666666664,1]"
14,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,23,62328,26.916666666666700,138,"[26.916666666666664,1]"
15,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,23,62328,26.916666666666700,243,"[26.916666666666664,1]"
16,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,23,62328,26.916666666666700,377,"[26.916666666666664,1]"
17,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,23,62328,26.916666666666700,122,"[26.916666666666664,1]"
18,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,23,62328,26.916666666666700,415,"[26.916666666666664,1]"
19,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,23,62328,26.916666666666700,125,"[26.916666666666664,1]"
20,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,23,62328,26.916666666666700,447,"[26.916666666666664,1]"
21,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,23,62328,26.916666666666700,198,"[26.916666666666664,1]"
22,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,23,62328,26.916666666666700,466,"[26.916666666666664,1]"
23,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,23,62328,26.916666666666700,400,"[26.916666666666664,1]"
24,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,23,62328,26.916666666666700,508,"[26.916666666666664,1]"
25,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,23,62328,26.916666666666700,496,"[26.916666666666664,1]"
26,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,23,62328,26.916666666666700,305,"[26.916666666666664,1]"
27,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,23,62328,26.916666666666700,27,"[26.916666666666664,1]"
28,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,23,62328,26.916666666666700,316,"[26.916666666666664,1]"
29,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,23,62328,26.916666666666700,430,"[26.916666666666664,1]"
30,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,23,62328,26.916666666666700,312,"[26.916666666666664,1]"
1,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,24,62328,26.916666666666700,380,"[26.916666666666664,1]"
2,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,24,62328,26.916666666666700,232,"[26.916666666666664,1]"
3,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,24,62328,26.916666666666700,66,"[26.916666666666664,1]"
4,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,24,62328,26.916666666666700,433,"[26.916666666666664,1]"
5,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,24,62328,26.916666666666700,384,"[26.916666666666664,1]"
6,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,24,62328,26.916666666666700,408,"[26.916666666666664,1]"
7,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,24,62328,26.916666666666700,404,"[26.916666666666664,1]"
8,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,24,62328,26.916666666666700,417,"[26.916666666666664,1]"
9,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,24,62328,26.916666666666700,379,"[26.916666666666664,1]"
10,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,24,62328,26.916666666666700,592,"[26.916666666666664,1]"
11,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,24,62328,26.916666666666700,379,"[26.916666666666664,1]"
12,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,24,62328,26.916666666666700,472,"[26.916666666666664,1]"
13,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,24,62328,26.916666666666700,108,"[26.916666666666664,1]"
14,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,24,62328,26.916666666666700,454,"[26.916666666666664,1]"
15,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,24,62328,26.916666666666700,308,"[26.916666666666664,1]"
16,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,24,62328,26.916666666666700,440,"[26.916666666666664,1]"
17,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,24,62328,26.916666666666700,99,"[26.916666666666664,1]"
18,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,24,62328,26.916666666666700,55,"[26.916666666666664,1]"
19,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,24,62328,26.916666666666700,480,"[26.916666666666664,1]"
20,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,24,62328,26.916666666666700,492,"[26.916666666666664,1]"
21,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,24,62328,26.916666666666700,165,"[26.916666666666664,1]"
22,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,24,62328,26.916666666666700,504,"[26.916666666666664,1]"
23,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,24,62328,26.916666666666700,110,"[26.916666666666664,1]"
24,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,24,62328,26.916666666666700,42,"[26.916666666666664,1]"
25,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,24,62328,26.916666666666700,428,"[26.916666666666664,1]"
26,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,24,62328,26.916666666666700,476,"[26.916666666666664,1]"
27,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,24,62328,26.916666666666700,25,"[26.916666666666664,1]"
28,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,24,62328,26.916666666666700,388,"[26.916666666666664,1]"
29,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,24,62328,26.916666666666700,437,"[26.916666666666664,1]"
30,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,24,62328,26.916666666666700,142,"[26.916666666666664,1]"
1,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,25,62328,26.916666666666700,461,"[26.916666666666664,1]"
2,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,25,62328,26.916666666666700,451,"[26.916666666666664,1]"
3,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,25,62328,26.916666666666700,199,"[26.916666666666664,1]"
4,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,25,62328,26.916666666666700,48,"[26.916666666666664,1]"
5,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,25,62328,26.916666666666700,361,"[26.916666666666664,1]"
6,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,25,62328,26.916666666666700,22,"[26.916666666666664,1]"
7,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,25,62328,26.916666666666700,419,"[26.916666666666664,1]"
8,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,25,62328,26.916666666666700,337,"[26.916666666666664,1]"
9,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,25,62328,26.916666666666700,466,"[26.916666666666664,1]"
10,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,25,62328,26.916666666666700,663,"[26.916666666666664,1]"
11,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,25,62328,26.916666666666700,348,"[26.916666666666664,1]"
12,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,25,62328,26.916666666666700,356,"[26.916666666666664,1]"
13,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,25,62328,26.916666666666700,431,"[26.916666666666664,1]"
14,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,25,62328,26.875,277,"[26.916666666666664,1][26.88235294117647,186][26.875,225]"
15,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,25,62328,26.916666666666700,94,"[26.916666666666664,1]"
16,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,25,62328,26.916666666666700,536,"[26.916666666666664,1]"
17,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,25,62328,26.916666666666700,410,"[26.916666666666664,1]"
18,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,25,62328,26.916666666666700,188,"[26.916666666666664,1]"
19,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,25,62328,26.916666666666700,429,"[26.916666666666664,1]"
20,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,25,62328,26.916666666666700,9,"[26.916666666666664,1]"
21,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,25,62328,26.916666666666700,31,"[26.916666666666664,1]"
22,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,25,62328,26.916666666666700,435,"[26.916666666666664,1]"
23,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,25,62328,26.916666666666700,165,"[26.916666666666664,1]"
24,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,25,62328,26.916666666666700,15,"[26.916666666666664,1]"
25,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,25,62328,26.916666666666700,405,"[26.916666666666664,1]"
26,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,25,62328,26.916666666666700,399,"[26.916666666666664,1]"
27,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,25,62328,26.916666666666700,108,"[26.916666666666664,1]"
28,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,25,62328,26.916666666666700,349,"[26.916666666666664,1]"
29,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,25,62328,26.916666666666700,477,"[26.916666666666664,1]"
30,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,25,62328,26.916666666666700,127,"[26.916666666666664,1]"
1,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,26,62328,26.916666666666700,36,"[26.916666666666664,1]"
2,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,26,62328,26.916666666666700,468,"[26.916666666666664,1]"
3,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,26,62328,26.916666666666700,7,"[26.916666666666664,1]"
4,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,26,62328,26.916666666666700,264,"[26.916666666666664,1]"
5,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,26,62328,26.916666666666700,389,"[26.916666666666664,1]"
6,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,26,62328,26.916666666666700,408,"[26.916666666666664,1]"
7,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,26,62328,26.916666666666700,441,"[26.916666666666664,1]"
8,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,26,62328,26.916666666666700,437,"[26.916666666666664,1]"
9,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,26,62328,26.916666666666700,384,"[26.916666666666664,1]"
10,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,26,62328,26.916666666666700,587,"[26.916666666666664,1]"
11,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,26,62328,26.916666666666700,397,"[26.916666666666664,1]"
12,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,26,62328,26.916666666666700,339,"[26.916666666666664,1]"
13,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,26,62328,26.916666666666700,425,"[26.916666666666664,1]"
14,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,26,62328,26.916666666666700,142,"[26.916666666666664,1]"
15,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,26,62328,26.916666666666700,301,"[26.916666666666664,1]"
16,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,26,62328,26.916666666666700,490,"[26.916666666666664,1]"
17,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,26,62328,26.916666666666700,353,"[26.916666666666664,1]"
18,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,26,62328,26.916666666666700,311,"[26.916666666666664,1]"
19,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,26,62328,26.916666666666700,470,"[26.916666666666664,1]"
20,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,26,62328,26.916666666666700,254,"[26.916666666666664,1]"
21,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,26,62328,26.916666666666700,198,"[26.916666666666664,1]"
22,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,26,62328,26.916666666666700,58,"[26.916666666666664,1]"
23,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,26,62328,26.916666666666700,357,"[26.916666666666664,1]"
24,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,26,62328,26.916666666666700,215,"[26.916666666666664,1]"
25,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,26,62328,26.916666666666700,248,"[26.916666666666664,1]"
26,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,26,62328,26.916666666666700,196,"[26.916666666666664,1]"
27,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,26,62328,26.916666666666700,507,"[26.916666666666664,1]"
28,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,26,62328,26.916666666666700,193,"[26.916666666666664,1]"
29,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,26,62328,26.916666666666700,415,"[26.916666666666664,1]"
30,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,26,62328,26.916666666666700,382,"[26.916666666666664,1]"
1,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,27,62328,-1,0,
2,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,27,62328,-1,0,
3,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,27,62328,-1,0,
4,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,27,62328,-1,0,
5,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,27,62328,-1,0,
6,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,27,62328,-1,0,
7,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,27,62328,-1,0,
8,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,27,62328,-1,0,
9,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,27,62328,-1,0,
10,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,27,62328,-1,0,
11,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,27,62328,-1,0,
12,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,27,62328,-1,0,
13,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,27,62328,-1,0,
14,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,27,62328,-1,0,
15,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,27,62328,-1,0,
16,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,27,62328,-1,0,
17,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,27,62328,-1,0,
18,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,27,62328,-1,0,
19,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,27,62328,-1,0,
20,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,27,62328,-1,0,
21,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,27,62328,-1,0,
22,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,27,62328,-1,0,
23,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,27,62328,-1,0,
24,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,27,62328,-1,0,
25,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,27,62328,-1,0,
26,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,27,62328,-1,0,
27,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,27,62328,-1,0,
28,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,27,62328,-1,0,
29,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,27,62328,-1,0,
30,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,27,62328,-1,0,
1,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,28,62328,28.5,12,"[28.5,1]"
2,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,28,62328,28.5,11,"[28.5,1]"
3,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,28,62328,28.5,17,"[28.5,1]"
4,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,28,62328,28.5,14,"[28.5,1]"
5,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,28,62328,28.5,14,"[28.5,1]"
6,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,28,62328,28.5,15,"[28.5,1]"
7,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,28,62328,28.5,17,"[28.5,1]"
8,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,28,62328,28.5,18,"[28.5,1]"
9,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,28,62328,-1,0,
10,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,28,62328,28.5,20,"[28.5,1]"
11,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,28,62328,28.5,17,"[28.5,1]"
12,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,28,62328,28.5,13,"[28.5,1]"
13,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,28,62328,28.5,14,"[28.5,1]"
14,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,28,62328,28.5,15,"[28.5,1]"
15,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,28,62328,28.5,15,"[28.5,1]"
16,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,28,62328,28.5,14,"[28.5,1]"
17,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,28,62328,28.5,16,"[28.5,1]"
18,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,28,62328,28.5,9,"[28.5,1]"
19,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,28,62328,28.5,1,"[28.5,1]"
20,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,28,62328,28.5,15,"[28.5,1]"
21,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,28,62328,28.5,21,"[28.5,1]"
22,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,28,62328,28.5,17,"[28.5,1]"
23,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,28,62328,28.5,17,"[28.5,1]"
24,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,28,62328,28.5,6,"[28.5,1]"
25,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,28,62328,28.5,6,"[28.5,1]"
26,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,28,62328,28.5,19,"[28.5,1]"
27,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,28,62328,28.5,18,"[28.5,1]"
28,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,28,62328,28.5,14,"[28.5,1]"
29,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,28,62328,28.5,16,"[28.5,1]"
30,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,28,62328,28.5,21,"[28.5,1]"
1,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,29,62328,-1,0,
2,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,29,62328,-1,0,
3,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,29,62328,-1,0,
4,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,29,62328,-1,0,
5,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,29,62328,-1,0,
6,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,29,62328,-1,0,
7,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,29,62328,-1,0,
8,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,29,62328,-1,0,
9,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,29,62328,-1,0,
10,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,29,62328,-1,0,
11,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,29,62328,-1,0,
12,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,29,62328,-1,0,
13,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,29,62328,-1,0,
14,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,29,62328,-1,0,
15,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,29,62328,-1,0,
16,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,29,62328,-1,0,
17,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,29,62328,-1,0,
18,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,29,62328,-1,0,
19,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,29,62328,-1,0,
20,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,29,62328,-1,0,
21,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,29,62328,-1,0,
22,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,29,62328,-1,0,
23,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,29,62328,-1,0,
24,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,29,62328,-1,0,
25,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,29,62328,-1,0,
26,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,29,62328,-1,0,
27,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,29,62328,-1,0,
28,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,29,62328,-1,0,
29,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,29,62328,-1,0,
30,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,29,62328,-1,0,
1,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,30,62328,-1,0,
2,elasticsearch,ES-21911,5.0.2,java.lang.ArrayIndexOutOfBoundsException,30,62328,-1,0,
