execution_idx,application,case,version,exception_name,frame_level,search_budget,fitness_function_value,number_of_fitness_evaluations,fitness_function_evolution,covered_goals,covered_goals_evolution
21,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,5,62328,6.5,49,"[6.5,1]",0/1,"[0/1,1]"
22,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,5,62328,6.5,936,"[6.5,1]",0/1,"[0/1,1]"
23,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,5,62328,6.5,1005,"[6.5,1]",0/1,"[0/1,1]"
24,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,5,62328,6.5,1273,"[6.5,1]",0/1,"[0/1,1]"
25,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,5,62328,6.5,1014,"[6.5,1]",0/1,"[0/1,1]"
26,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,5,62328,6.5,1370,"[6.5,1]",0/1,"[0/1,1]"
27,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,5,62328,6.5,859,"[6.5,1]",0/1,"[0/1,1]"
28,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,5,62328,6.5,319,"[6.5,1]",0/1,"[0/1,1]"
29,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,5,62328,6.5,1185,"[6.5,1]",0/1,"[0/1,1]"
30,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,5,62328,6.5,875,"[6.5,1]",0/1,"[0/1,1]"
1,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,6,62328,6.5,976,"[6.5,1]",0/1,"[0/1,1]"
2,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,6,62328,6.5,1355,"[6.5,1]",0/1,"[0/1,1]"
3,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,6,62328,6.5,1595,"[6.5,1]",0/1,"[0/1,1]"
4,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,6,62328,6.5,1423,"[6.5,1]",0/1,"[0/1,1]"
5,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,6,62328,6.5,1344,"[6.5,1]",0/1,"[0/1,1]"
6,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,6,62328,6.5,647,"[6.5,1]",0/1,"[0/1,1]"
7,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,6,62328,6.5,1458,"[6.5,1]",0/1,"[0/1,1]"
8,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,6,62328,6.5,1330,"[6.5,1]",0/1,"[0/1,1]"
9,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,6,62328,6.5,1044,"[6.5,1]",0/1,"[0/1,1]"
10,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,6,62328,6.5,478,"[6.5,1]",0/1,"[0/1,1]"
11,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,6,62328,6.5,1507,"[6.5,1]",0/1,"[0/1,1]"
12,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,6,62328,6.5,588,"[6.5,1]",0/1,"[0/1,1]"
13,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,6,62328,6.5,1609,"[6.5,1]",0/1,"[0/1,1]"
14,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,6,62328,6.5,373,"[6.5,1]",0/1,"[0/1,1]"
15,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,6,62328,6.5,528,"[6.5,1]",0/1,"[0/1,1]"
16,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,6,62328,6.5,1441,"[6.5,1]",0/1,"[0/1,1]"
17,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,6,62328,6.5,545,"[6.5,1]",0/1,"[0/1,1]"
18,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,6,62328,6.5,63,"[6.5,1]",0/1,"[0/1,1]"
19,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,6,62328,6.5,1227,"[6.5,1]",0/1,"[0/1,1]"
20,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,6,62328,6.5,1263,"[6.5,1]",0/1,"[0/1,1]"
21,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,6,62328,6.5,1227,"[6.5,1]",0/1,"[0/1,1]"
22,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,6,62328,6.5,1063,"[6.5,1]",0/1,"[0/1,1]"
23,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,6,62328,6.5,1269,"[6.5,1]",0/1,"[0/1,1]"
24,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,6,62328,6.5,1098,"[6.5,1]",0/1,"[0/1,1]"
25,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,6,62328,6.5,660,"[6.5,1]",0/1,"[0/1,1]"
26,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,6,62328,6.5,1124,"[6.5,1]",0/1,"[0/1,1]"
27,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,6,62328,6.5,1153,"[6.5,1]",0/1,"[0/1,1]"
28,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,6,62328,6.5,1034,"[6.5,1]",0/1,"[0/1,1]"
29,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,6,62328,6.5,542,"[6.5,1]",0/1,"[0/1,1]"
30,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,6,62328,6.5,748,"[6.5,1]",0/1,"[0/1,1]"
1,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,7,62328,6.5,190,"[6.5,1]",1/3,"[1/3,1]"
2,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,7,62328,6.5,1460,"[6.5,1]",1/3,"[1/3,1]"
3,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,7,62328,6.5,1552,"[6.5,1]",1/3,"[1/3,1]"
4,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,7,62328,6.5,1689,"[6.5,1]",1/3,"[1/3,1]"
5,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,7,62328,6.5,1643,"[6.5,1]",1/3,"[1/3,1]"
6,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,7,62328,6.5,720,"[6.5,1]",1/3,"[1/3,1]"
7,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,7,62328,6.5,1330,"[6.5,1]",1/3,"[1/3,1]"
8,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,7,62328,6.5,1284,"[6.5,1]",1/3,"[1/3,1]"
9,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,7,62328,6.5,1246,"[6.5,1]",1/3,"[1/3,1]"
10,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,7,62328,6.5,911,"[6.5,1]",1/3,"[1/3,1]"
11,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,7,62328,6.5,1980,"[6.5,1]",1/3,"[1/3,1]"
12,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,7,62328,6.5,1613,"[6.5,1]",1/3,"[1/3,1]"
13,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,7,62328,6.5,1760,"[6.5,1]",1/3,"[1/3,1]"
14,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,7,62328,6.5,1710,"[6.5,1]",1/3,"[1/3,1]"
15,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,7,62328,6.5,1472,"[6.5,1]",1/3,"[1/3,1]"
16,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,7,62328,6.5,1388,"[6.5,1]",1/3,"[1/3,1]"
17,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,7,62328,6.5,1381,"[6.5,1]",1/3,"[1/3,1]"
18,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,7,62328,6.5,546,"[6.5,1]",1/3,"[1/3,1]"
19,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,7,62328,6.5,150,"[6.5,1]",1/3,"[1/3,1]"
20,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,7,62328,6.5,1096,"[6.5,1]",1/3,"[1/3,1]"
21,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,7,62328,6.5,1495,"[6.5,1]",1/3,"[1/3,1]"
22,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,7,62328,6.5,1468,"[6.5,1]",1/3,"[1/3,1]"
23,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,7,62328,6.5,1405,"[6.5,1]",1/3,"[1/3,1]"
24,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,7,62328,6.5,1525,"[6.5,1]",1/3,"[1/3,1]"
25,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,7,62328,6.5,1304,"[6.5,1]",1/3,"[1/3,1]"
26,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,7,62328,6.5,1331,"[6.5,1]",1/3,"[1/3,1]"
27,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,7,62328,6.5,1448,"[6.5,1]",1/3,"[1/3,1]"
28,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,7,62328,6.5,728,"[6.5,1]",1/3,"[1/3,1]"
29,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,7,62328,6.5,1188,"[6.5,1]",1/3,"[1/3,1]"
30,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,7,62328,6.5,1023,"[6.5,1]",1/3,"[1/3,1]"
1,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,8,62328,8.941176470588240,10634,"[8.941176470588236,1]",0/5,"[0/5,1]"
2,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,8,62328,8.941176470588240,11351,"[8.941176470588236,1]",0/5,"[0/5,1]"
3,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,8,62328,8.941176470588240,11035,"[8.941176470588236,1]",0/5,"[0/5,1]"
4,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,8,62328,8.941176470588240,12862,"[8.941176470588236,1]",0/5,"[0/5,1]"
5,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,8,62328,8.941176470588240,13388,"[8.941176470588236,1]",0/5,"[0/5,1]"
6,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,8,62328,8.941176470588240,11492,"[8.941176470588236,1]",0/5,"[0/5,1]"
7,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,8,62328,8.941176470588240,10206,"[8.941176470588236,1]",0/5,"[0/5,1]"
8,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,8,62328,8.941176470588240,10567,"[8.941176470588236,1]",0/5,"[0/5,1]"
9,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,8,62328,8.941176470588240,8464,"[8.941176470588236,1]",0/5,"[0/5,1]"
10,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,8,62328,8.941176470588240,7291,"[8.941176470588236,1]",0/5,"[0/5,1]"
11,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,8,62328,8.941176470588240,12972,"[8.941176470588236,1]",0/5,"[0/5,1]"
12,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,8,62328,8.941176470588240,12878,"[8.941176470588236,1]",0/5,"[0/5,1]"
13,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,8,62328,8.941176470588240,10787,"[8.941176470588236,1]",0/5,"[0/5,1]"
14,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,8,62328,8.941176470588240,11911,"[8.941176470588236,1]",0/5,"[0/5,1]"
15,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,8,62328,8.941176470588240,10842,"[8.941176470588236,1]",0/5,"[0/5,1]"
16,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,8,62328,8.941176470588240,10719,"[8.941176470588236,1]",0/5,"[0/5,1]"
17,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,8,62328,8.941176470588240,1968,"[8.941176470588236,1]",0/5,"[0/5,1]"
18,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,8,62328,8.941176470588240,10587,"[8.941176470588236,1]",0/5,"[0/5,1]"
19,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,8,62328,8.941176470588240,11633,"[8.941176470588236,1]",0/5,"[0/5,1]"
20,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,8,62328,8.941176470588240,10988,"[8.941176470588236,1]",0/5,"[0/5,1]"
21,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,8,62328,8.941176470588240,9666,"[8.941176470588236,1]",0/5,"[0/5,1]"
22,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,8,62328,8.941176470588240,1404,"[8.941176470588236,1]",0/5,"[0/5,1]"
23,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,8,62328,8.941176470588240,10754,"[8.941176470588236,1]",0/5,"[0/5,1]"
24,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,8,62328,8.941176470588240,10344,"[8.941176470588236,1]",0/5,"[0/5,1]"
25,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,8,62328,8.941176470588240,10615,"[8.941176470588236,1]",0/5,"[0/5,1]"
26,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,8,62328,8.941176470588240,749,"[8.941176470588236,1]",0/5,"[0/5,1]"
27,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,8,62328,8.941176470588240,10197,"[8.941176470588236,1]",0/5,"[0/5,1]"
28,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,8,62328,8.941176470588240,11049,"[8.941176470588236,1]",0/5,"[0/5,1]"
29,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,8,62328,8.941176470588240,8423,"[8.941176470588236,1]",0/5,"[0/5,1]"
30,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,8,62328,8.941176470588240,8101,"[8.941176470588236,1]",0/5,"[0/5,1]"
1,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,9,62328,9.5,1775,"[9.5,1]",0/5,"[0/5,1]"
2,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,9,62328,9.5,3726,"[9.5,1]",0/5,"[0/5,1]"
3,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,9,62328,9.5,1600,"[9.5,1]",0/5,"[0/5,1]"
4,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,9,62328,9.5,2262,"[9.5,1]",0/5,"[0/5,1]"
5,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,9,62328,9.5,1586,"[9.5,1]",0/5,"[0/5,1]"
6,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,9,62328,9.5,346,"[9.5,1]",0/5,"[0/5,1]"
7,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,9,62328,9.5,2897,"[9.5,1]",0/5,"[0/5,1]"
8,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,9,62328,9.5,254,"[9.5,1]",0/5,"[0/5,1]"
9,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,9,62328,9.5,2430,"[9.5,1]",0/5,"[0/5,1]"
10,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,9,62328,9.5,700,"[9.5,1]",0/5,"[0/5,1]"
11,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,9,62328,9.5,3465,"[9.5,1]",0/5,"[0/5,1]"
12,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,9,62328,9.5,2971,"[9.5,1]",0/5,"[0/5,1]"
13,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,9,62328,9.5,3690,"[9.5,1]",0/5,"[0/5,1]"
14,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,9,62328,9.5,3138,"[9.5,1]",0/5,"[0/5,1]"
15,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,9,62328,9.5,2821,"[9.5,1]",0/5,"[0/5,1]"
16,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,9,62328,9.5,322,"[9.5,1]",0/5,"[0/5,1]"
17,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,9,62328,9.5,182,"[9.5,1]",0/5,"[0/5,1]"
18,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,9,62328,9.5,2382,"[9.5,1]",0/5,"[0/5,1]"
19,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,9,62328,9.5,935,"[9.5,1]",0/5,"[0/5,1]"
20,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,9,62328,9.5,2286,"[9.5,1]",0/5,"[0/5,1]"
21,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,9,62328,9.5,2903,"[9.5,1]",0/5,"[0/5,1]"
22,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,9,62328,9.5,2761,"[9.5,1]",0/5,"[0/5,1]"
23,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,9,62328,9.5,2123,"[9.5,1]",0/5,"[0/5,1]"
24,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,9,62328,9.5,141,"[9.5,1]",0/5,"[0/5,1]"
25,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,9,62328,9.5,2909,"[9.5,1]",0/5,"[0/5,1]"
26,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,9,62328,9.5,2706,"[9.5,1]",0/5,"[0/5,1]"
27,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,9,62328,9.5,2827,"[9.5,1]",0/5,"[0/5,1]"
28,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,9,62328,9.5,1440,"[9.5,1]",0/5,"[0/5,1]"
29,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,9,62328,9.5,2110,"[9.5,1]",0/5,"[0/5,1]"
30,xwiki,XWIKI-13196,7.4.2,java.lang.IllegalArgumentException,9,62328,9.5,1223,"[9.5,1]",0/5,"[0/5,1]"
1,xwiki,XWIKI-13546,7.4.2,java.lang.IllegalArgumentException,1,62328,0.0,2,"[1.3333333333333333,1][0.0,2]",0/1,"[0/1,1]"
2,xwiki,XWIKI-13546,7.4.2,java.lang.IllegalArgumentException,1,62328,0.0,1,"[0.0,1]",0/1,"[0/1,1]"
3,xwiki,XWIKI-13546,7.4.2,java.lang.IllegalArgumentException,1,62328,0.0,1,"[0.0,1]",,
4,xwiki,XWIKI-13546,7.4.2,java.lang.IllegalArgumentException,1,62328,0.0,2,"[1.3333333333333333,1][0.0,2]",0/1,"[0/1,1]"
5,xwiki,XWIKI-13546,7.4.2,java.lang.IllegalArgumentException,1,62328,0.0,2,"[1.3333333333333333,1][0.0,2]",0/1,"[0/1,1]"
6,xwiki,XWIKI-13546,7.4.2,java.lang.IllegalArgumentException,1,62328,0.0,1,"[0.0,1]",,
7,xwiki,XWIKI-13546,7.4.2,java.lang.IllegalArgumentException,1,62328,0.0,1,"[0.0,1]",,
8,xwiki,XWIKI-13546,7.4.2,java.lang.IllegalArgumentException,1,62328,0.0,1,"[0.0,1]",,
9,xwiki,XWIKI-13546,7.4.2,java.lang.IllegalArgumentException,1,62328,0.0,1,"[0.0,1]",,
10,xwiki,XWIKI-13546,7.4.2,java.lang.IllegalArgumentException,1,62328,0.0,1,"[0.0,1]",,
11,xwiki,XWIKI-13546,7.4.2,java.lang.IllegalArgumentException,1,62328,0.0,1,"[0.0,1]",,
12,xwiki,XWIKI-13546,7.4.2,java.lang.IllegalArgumentException,1,62328,0.0,3,"[1.3333333333333333,1][0.0,3]",0/1,"[0/1,1]"
13,xwiki,XWIKI-13546,7.4.2,java.lang.IllegalArgumentException,1,62328,0.0,1,"[0.0,1]",0/1,"[0/1,1]"
14,xwiki,XWIKI-13546,7.4.2,java.lang.IllegalArgumentException,1,62328,0.0,1,"[0.0,1]",,
15,xwiki,XWIKI-13546,7.4.2,java.lang.IllegalArgumentException,1,62328,0.0,1,"[0.0,1]",,
16,xwiki,XWIKI-13546,7.4.2,java.lang.IllegalArgumentException,1,62328,0.0,1,"[0.0,1]",,
17,xwiki,XWIKI-13546,7.4.2,java.lang.IllegalArgumentException,1,62328,0.0,1,"[0.0,1]",,
18,xwiki,XWIKI-13546,7.4.2,java.lang.IllegalArgumentException,1,62328,0.0,1,"[0.0,1]",,
19,xwiki,XWIKI-13546,7.4.2,java.lang.IllegalArgumentException,1,62328,0.0,1,"[0.0,1]",,
20,xwiki,XWIKI-13546,7.4.2,java.lang.IllegalArgumentException,1,62328,0.0,1,"[0.0,1]",,
21,xwiki,XWIKI-13546,7.4.2,java.lang.IllegalArgumentException,1,62328,0.0,1,"[0.0,1]",,
22,xwiki,XWIKI-13546,7.4.2,java.lang.IllegalArgumentException,1,62328,0.0,1,"[0.0,1]",,
23,xwiki,XWIKI-13546,7.4.2,java.lang.IllegalArgumentException,1,62328,0.0,3,"[1.3333333333333333,1][0.0,3]",0/1,"[0/1,1]"
24,xwiki,XWIKI-13546,7.4.2,java.lang.IllegalArgumentException,1,62328,0.0,1,"[0.0,1]",,
25,xwiki,XWIKI-13546,7.4.2,java.lang.IllegalArgumentException,1,62328,0.0,1,"[0.0,1]",,
26,xwiki,XWIKI-13546,7.4.2,java.lang.IllegalArgumentException,1,62328,0.0,1,"[0.0,1]",,
27,xwiki,XWIKI-13546,7.4.2,java.lang.IllegalArgumentException,1,62328,0.0,1,"[0.0,1]",,
28,xwiki,XWIKI-13546,7.4.2,java.lang.IllegalArgumentException,1,62328,0.0,1,"[0.0,1]",,
29,xwiki,XWIKI-13546,7.4.2,java.lang.IllegalArgumentException,1,62328,0.0,1,"[0.0,1]",,
30,xwiki,XWIKI-13546,7.4.2,java.lang.IllegalArgumentException,1,62328,0.0,1,"[0.0,1]",,
1,xwiki,XWIKI-13546,7.4.2,java.lang.IllegalArgumentException,2,62328,0.0,1,"[0.0,1]",,
2,xwiki,XWIKI-13546,7.4.2,java.lang.IllegalArgumentException,2,62328,0.0,1,"[0.0,1]",,
3,xwiki,XWIKI-13546,7.4.2,java.lang.IllegalArgumentException,2,62328,0.0,1,"[0.0,1]",,
4,xwiki,XWIKI-13546,7.4.2,java.lang.IllegalArgumentException,2,62328,0.0,1,"[0.0,1]",,
5,xwiki,XWIKI-13546,7.4.2,java.lang.IllegalArgumentException,2,62328,0.0,1,"[0.0,1]",,
6,xwiki,XWIKI-13546,7.4.2,java.lang.IllegalArgumentException,2,62328,0.0,1,"[0.0,1]",,
7,xwiki,XWIKI-13546,7.4.2,java.lang.IllegalArgumentException,2,62328,0.0,1,"[0.0,1]",,
8,xwiki,XWIKI-13546,7.4.2,java.lang.IllegalArgumentException,2,62328,0.0,1,"[0.0,1]",,
9,xwiki,XWIKI-13546,7.4.2,java.lang.IllegalArgumentException,2,62328,0.0,1,"[0.0,1]",,
10,xwiki,XWIKI-13546,7.4.2,java.lang.IllegalArgumentException,2,62328,0.0,1,"[0.0,1]",,
11,xwiki,XWIKI-13546,7.4.2,java.lang.IllegalArgumentException,2,62328,0.0,1,"[0.0,1]",,
12,xwiki,XWIKI-13546,7.4.2,java.lang.IllegalArgumentException,2,62328,0.0,1,"[0.0,1]",,
13,xwiki,XWIKI-13546,7.4.2,java.lang.IllegalArgumentException,2,62328,0.0,1,"[0.0,1]",,
14,xwiki,XWIKI-13546,7.4.2,java.lang.IllegalArgumentException,2,62328,0.0,1,"[0.0,1]",,
15,xwiki,XWIKI-13546,7.4.2,java.lang.IllegalArgumentException,2,62328,0.0,1,"[0.0,1]",,
16,xwiki,XWIKI-13546,7.4.2,java.lang.IllegalArgumentException,2,62328,0.0,1,"[0.0,1]",,
17,xwiki,XWIKI-13546,7.4.2,java.lang.IllegalArgumentException,2,62328,0.0,1,"[0.0,1]",,
18,xwiki,XWIKI-13546,7.4.2,java.lang.IllegalArgumentException,2,62328,0.0,1,"[0.0,1]",,
19,xwiki,XWIKI-13546,7.4.2,java.lang.IllegalArgumentException,2,62328,0.0,1,"[0.0,1]",,
20,xwiki,XWIKI-13546,7.4.2,java.lang.IllegalArgumentException,2,62328,0.0,1,"[0.0,1]",,
21,xwiki,XWIKI-13546,7.4.2,java.lang.IllegalArgumentException,2,62328,0.0,1,"[0.0,1]",,
22,xwiki,XWIKI-13546,7.4.2,java.lang.IllegalArgumentException,2,62328,0.0,1,"[0.0,1]",,
23,xwiki,XWIKI-13546,7.4.2,java.lang.IllegalArgumentException,2,62328,0.0,1,"[0.0,1]",,
24,xwiki,XWIKI-13546,7.4.2,java.lang.IllegalArgumentException,2,62328,0.0,1,"[0.0,1]",,
25,xwiki,XWIKI-13546,7.4.2,java.lang.IllegalArgumentException,2,62328,0.0,1,"[0.0,1]",,
26,xwiki,XWIKI-13546,7.4.2,java.lang.IllegalArgumentException,2,62328,0.0,1,"[0.0,1]",,
27,xwiki,XWIKI-13546,7.4.2,java.lang.IllegalArgumentException,2,62328,0.0,1,"[0.0,1]",,
28,xwiki,XWIKI-13546,7.4.2,java.lang.IllegalArgumentException,2,62328,0.0,1,"[0.0,1]",,
29,xwiki,XWIKI-13546,7.4.2,java.lang.IllegalArgumentException,2,62328,0.0,1,"[0.0,1]",,
30,xwiki,XWIKI-13546,7.4.2,java.lang.IllegalArgumentException,2,62328,0.0,1,"[0.0,1]",,
1,xwiki,XWIKI-13546,7.4.2,java.lang.IllegalArgumentException,3,62328,2.9523809523809500,21,"[3.0,1][2.9523809523809526,2]",0/1,"[0/1,1]"
2,xwiki,XWIKI-13546,7.4.2,java.lang.IllegalArgumentException,3,62328,2.9523809523809500,13,"[3.0,1][2.9523809523809526,5]",0/1,"[0/1,1]"
3,xwiki,XWIKI-13546,7.4.2,java.lang.IllegalArgumentException,3,62328,2.9523809523809500,26,"[3.0,1][2.9523809523809526,5]",0/1,"[0/1,1]"
4,xwiki,XWIKI-13546,7.4.2,java.lang.IllegalArgumentException,3,62328,2.9523809523809500,28,"[3.0,1][2.9523809523809526,7]",0/1,"[0/1,1]"
5,xwiki,XWIKI-13546,7.4.2,java.lang.IllegalArgumentException,3,62328,2.9523809523809500,23,"[2.9523809523809526,1]",0/1,"[0/1,1]"
6,xwiki,XWIKI-13546,7.4.2,java.lang.IllegalArgumentException,3,62328,2.9523809523809500,19,"[2.9523809523809526,1]",0/1,"[0/1,1]"
7,xwiki,XWIKI-13546,7.4.2,java.lang.IllegalArgumentException,3,62328,2.9523809523809500,18,"[2.9523809523809526,1]",0/1,"[0/1,1]"
8,xwiki,XWIKI-13546,7.4.2,java.lang.IllegalArgumentException,3,62328,2.9523809523809500,17,"[2.9523809523809526,1]",0/1,"[0/1,1]"
